Id,Row1,Row2,Row3,Cost1,Cost2
3591,E,F1,C11,3000,116594
3592,B,C1,D11,3000,11475
3593,F,D1,B11,40000,256381
3594,E,C1,C11,40000,279427
3595,A,D1,E11,40000,127746
3596,B,A1,B11,40000,145537
3597,A,B1,D11,3000,88089
3598,B,D1,F11,3000,97879
3599,E,E1,C11,40000,130852
3600,D,D1,E11,3000,209079
3601,A,A1,F11,40000,29585
3602,C,C1,D11,40000,41576
3603,A,B1,B11,40000,217605
3604,A,E1,C11,40000,116902
3605,D,E1,D11,3000,232054
3606,A,C1,F11,40000,103179
3607,E,C1,D11,3000,173858
3608,A,B1,C11,40000,201344
3609,D,D1,D11,40000,286224
3610,F,B1,C11,40000,103814
3611,B,B1,F11,40000,275742
3612,C,C1,F11,3000,81637
3613,D,D1,A11,3000,230822
3614,F,C1,A11,40000,109703
3615,A,C1,E11,40000,209382
3616,C,E1,A11,3000,147914
3617,C,D1,A11,40000,213652
3618,A,D1,E11,40000,10726
3619,C,B1,E11,40000,299043
3620,A,C1,C11,40000,153008
3621,C,C1,C11,40000,296278
3622,E,D1,C11,3000,1715
3623,D,E1,B11,3000,214360
3624,D,A1,A11,40000,224065
3625,D,D1,F11,40000,166150
3626,C,A1,B11,40000,128057
3627,A,C1,B11,40000,115665
3628,D,C1,D11,40000,158280
3629,A,A1,C11,3000,266986
3630,D,B1,C11,40000,53544
3631,C,C1,F11,3000,207931
3632,F,B1,A11,40000,129077
3633,C,C1,A11,3000,156635
3634,E,F1,A11,3000,228032
3635,C,F1,E11,3000,274089
3636,A,A1,F11,3000,278122
3637,C,C1,F11,3000,256371
3638,A,F1,D11,40000,12618
3639,D,A1,C11,40000,165567
3640,F,B1,A11,3000,289710
3641,D,C1,D11,40000,123614
3642,D,F1,D11,3000,203328
3643,A,F1,E11,40000,238934
3644,D,E1,D11,3000,30725
3645,F,F1,F11,3000,20566
3646,B,C1,E11,3000,269632
3647,A,F1,F11,40000,245991
3648,D,A1,E11,40000,278132
3649,E,F1,F11,3000,94642
3650,C,E1,D11,3000,297185
3651,B,F1,B11,3000,90070
3652,B,C1,C11,3000,110569
3653,A,B1,E11,40000,97184
3654,F,A1,E11,40000,74730
3655,E,B1,B11,3000,143421
3656,F,A1,B11,40000,150519
3657,F,D1,D11,40000,188194
3658,C,A1,A11,40000,10222
3659,B,C1,D11,3000,235224
3660,C,E1,C11,3000,11090
3661,E,E1,F11,40000,246655
3662,D,A1,C11,3000,39902
3663,E,E1,E11,40000,104463
3664,C,B1,A11,3000,199037
3665,E,E1,C11,3000,222126
3666,A,E1,E11,40000,204508
3667,C,A1,A11,40000,105207
3668,E,C1,F11,40000,58019
3669,C,E1,F11,3000,6308
3670,D,F1,E11,40000,131473
3671,A,D1,F11,40000,45625
3672,B,F1,F11,40000,91123
3673,A,C1,B11,40000,199286
3674,A,D1,B11,40000,294865
3675,B,D1,B11,3000,171424
3676,B,B1,F11,3000,81101
3677,F,F1,B11,40000,6339
3678,C,A1,E11,40000,222912
3679,B,C1,D11,40000,275258
3680,B,E1,A11,40000,24353
3681,A,B1,B11,3000,286432
3682,F,D1,F11,3000,115833
3683,C,C1,C11,40000,197148
3684,E,B1,E11,40000,32025
3685,C,A1,D11,40000,287476
3686,C,F1,D11,3000,244995
3687,D,E1,A11,40000,244331
3688,F,B1,C11,3000,280714
3689,E,A1,F11,3000,173252
3690,E,A1,B11,40000,247115
3691,E,F1,B11,3000,271726
3692,C,D1,F11,3000,154097
3693,F,F1,C11,40000,295847
3694,B,A1,F11,40000,185727
3695,E,E1,B11,3000,40176
3696,E,B1,B11,40000,292258
3697,A,F1,D11,3000,40937
3698,C,C1,B11,3000,295251
3699,A,F1,E11,40000,67460
3700,E,F1,B11,3000,121898
3701,A,C1,E11,3000,32543
3702,E,F1,D11,3000,282326
3703,D,E1,F11,3000,243474
3704,B,B1,D11,40000,180615
3705,B,C1,F11,3000,253184
3706,D,E1,A11,3000,50715
3707,E,B1,D11,3000,2250
3708,C,F1,A11,40000,149553
3709,B,B1,B11,40000,9195
3710,A,C1,A11,40000,299376
3711,C,D1,D11,3000,108587
3712,B,F1,F11,40000,32761
3713,E,C1,F11,3000,130654
3714,B,A1,E11,40000,61247
3715,F,C1,B11,3000,282831
3716,B,A1,E11,40000,34976
3717,F,B1,E11,40000,272551
3718,D,A1,C11,3000,44002
3719,E,D1,A11,3000,75815
3720,B,F1,B11,40000,288448
3721,E,D1,E11,3000,141766
3722,C,E1,F11,40000,253307
3723,C,A1,F11,3000,198637
3724,F,F1,E11,40000,75944
3725,F,B1,D11,3000,145771
3726,D,B1,F11,3000,128945
3727,B,B1,D11,40000,278068
3728,F,C1,C11,3000,138161
3729,A,A1,A11,3000,196762
3730,A,F1,E11,3000,278890
3731,C,C1,A11,3000,39013
3732,E,A1,E11,40000,172658
3733,E,F1,F11,40000,40057
3734,C,A1,C11,3000,97369
3735,E,A1,D11,40000,183338
3736,D,B1,D11,40000,120906
3737,E,C1,F11,40000,287377
3738,B,C1,C11,40000,220894
3739,A,D1,E11,40000,71633
3740,E,C1,B11,40000,71388
3741,B,E1,D11,40000,103154
3742,A,E1,E11,3000,98338
3743,F,D1,E11,3000,200958
3744,B,C1,C11,3000,224482
3745,E,F1,F11,40000,163886
3746,A,B1,E11,3000,42562
3747,A,A1,C11,40000,40930
3748,D,F1,D11,3000,75556
3749,C,C1,D11,40000,32042
3750,F,B1,B11,40000,84164
3751,A,D1,A11,40000,127292
3752,C,C1,E11,40000,104148
3753,D,E1,E11,40000,155506
3754,E,E1,D11,3000,162754
3755,A,A1,D11,3000,175321
3756,C,B1,A11,40000,258197
3757,E,F1,F11,3000,125088
3758,C,A1,E11,40000,197237
3759,E,E1,D11,40000,132934
3760,D,D1,D11,3000,274231
3761,B,D1,F11,40000,53793
3762,A,E1,B11,3000,174805
3763,A,D1,F11,40000,23853
3764,F,C1,F11,3000,134015
3765,D,F1,D11,40000,183372
3766,D,A1,B11,3000,296311
3767,F,C1,B11,40000,93150
3768,E,F1,A11,40000,155264
3769,B,F1,E11,40000,287070
3770,A,B1,E11,40000,67143
3771,D,F1,F11,40000,39846
3772,B,F1,E11,3000,242610
3773,E,D1,C11,3000,257201
3774,B,C1,E11,3000,175110
3775,F,A1,E11,40000,56156
3776,E,D1,E11,40000,204198
3777,F,D1,F11,3000,148306
3778,F,D1,C11,40000,258864
3779,B,D1,A11,3000,288868
3780,B,B1,A11,3000,95522
3781,D,D1,B11,40000,164445
3782,E,C1,B11,40000,21177
3783,B,E1,E11,40000,258704
3784,B,B1,F11,3000,234522
3785,B,D1,A11,3000,200582
3786,A,B1,A11,40000,84338
3787,F,A1,B11,3000,95447
3788,A,E1,A11,40000,86135
3789,B,B1,F11,40000,222843
3790,C,C1,F11,40000,64934
3791,A,B1,D11,3000,267543
3792,B,E1,F11,40000,258333
3793,E,F1,A11,3000,17591
3794,F,D1,C11,40000,54014
3795,B,C1,F11,3000,215662
3796,D,D1,C11,40000,91985
3797,C,C1,A11,3000,130028
3798,A,B1,C11,3000,283487
3799,A,F1,C11,3000,295363
3800,C,D1,C11,3000,6813
3801,F,D1,F11,40000,161273
3802,F,C1,C11,3000,176515
3803,F,D1,B11,40000,57759
3804,B,C1,D11,40000,73623
3805,D,E1,E11,3000,154804
3806,D,B1,F11,40000,104485
3807,A,A1,A11,40000,140806
3808,A,D1,C11,40000,253887
3809,B,C1,A11,3000,86553
3810,F,E1,C11,40000,289565
3811,B,E1,A11,40000,49033
3812,E,F1,C11,40000,56524
3813,B,D1,A11,40000,138907
3814,C,B1,E11,40000,273400
3815,C,C1,C11,3000,123069
3816,A,B1,E11,40000,78975
3817,E,C1,A11,3000,63307
3818,C,F1,E11,3000,221728
3819,A,F1,D11,3000,181814
3820,C,E1,E11,3000,9905
3821,C,F1,E11,3000,246874
3822,E,B1,C11,3000,181382
3823,A,C1,F11,3000,80646
3824,E,B1,F11,40000,160738
3825,A,B1,D11,40000,273522
3826,D,C1,A11,40000,83510
3827,D,C1,D11,40000,150363
3828,D,F1,D11,3000,23953
3829,B,C1,B11,40000,138453
3830,E,B1,F11,3000,260275
3831,B,E1,D11,3000,69312
3832,E,E1,F11,3000,211631
3833,A,D1,D11,40000,136659
3834,B,F1,C11,3000,258813
3835,A,C1,A11,40000,41535
3836,E,A1,D11,3000,161771
3837,C,F1,F11,3000,1836
3838,B,A1,D11,40000,103724
3839,C,F1,E11,40000,205882
3840,D,B1,F11,40000,299630
3841,B,D1,B11,3000,279484
3842,D,E1,D11,3000,18618
3843,C,B1,D11,3000,217458
3844,B,D1,B11,40000,127360
3845,F,D1,C11,40000,207039
3846,F,A1,F11,3000,25531
3847,F,E1,F11,40000,175671
3848,A,B1,A11,40000,164802
3849,A,B1,D11,40000,74578
3850,C,D1,C11,40000,147319
3851,D,F1,D11,3000,85678
3852,A,D1,B11,3000,8868
3853,F,B1,A11,40000,22339
3854,E,B1,A11,3000,31397
3855,B,A1,D11,3000,274127
3856,A,E1,F11,3000,51728
3857,A,D1,A11,3000,213569
3858,A,A1,B11,3000,4332
3859,B,E1,F11,40000,55531
3860,D,E1,A11,40000,179683
3861,D,D1,B11,3000,200556
3862,E,A1,C11,3000,131157
3863,F,D1,E11,3000,150207
3864,B,F1,D11,3000,26279
3865,D,F1,D11,40000,4164
3866,E,D1,B11,3000,221755
3867,A,C1,D11,40000,218999
3868,D,B1,D11,40000,287984
3869,A,B1,F11,3000,232890
3870,D,F1,F11,3000,127517
3871,F,E1,E11,3000,153974
3872,F,C1,A11,3000,175115
3873,C,A1,A11,3000,98028
3874,E,A1,C11,3000,94124
3875,F,B1,F11,40000,72489
3876,A,B1,C11,40000,268978
3877,E,A1,F11,40000,136484
3878,C,E1,A11,40000,65164
3879,E,F1,F11,40000,171096
3880,F,B1,F11,40000,243960
3881,C,E1,F11,3000,243154
3882,C,F1,E11,3000,191055
3883,C,B1,A11,40000,223197
3884,B,E1,A11,3000,134018
3885,D,C1,F11,40000,84203
3886,A,F1,F11,40000,71508
3887,A,E1,B11,3000,280064
3888,A,C1,F11,3000,241227
3889,E,F1,C11,3000,39775
3890,D,A1,E11,3000,135114
3891,D,C1,C11,3000,59382
3892,E,E1,D11,3000,282191
3893,C,B1,D11,40000,234591
3894,F,B1,C11,40000,141165
3895,F,E1,F11,40000,176342
3896,E,C1,F11,40000,170486
3897,E,B1,C11,3000,109652
3898,C,F1,D11,3000,14829
3899,A,F1,E11,3000,69451
3900,C,C1,E11,3000,3367
3901,E,F1,A11,3000,109682
3902,B,E1,E11,3000,147003
3903,A,D1,D11,40000,251384
3904,D,A1,C11,3000,40373
3905,D,B1,C11,40000,229961
3906,D,D1,B11,3000,125778
3907,F,E1,A11,40000,42392
3908,F,F1,B11,40000,132131
3909,C,F1,E11,40000,231576
3910,B,B1,D11,3000,77554
3911,A,B1,D11,40000,121075
3912,C,C1,B11,40000,65849
3913,A,F1,E11,40000,196101
3914,A,F1,B11,3000,203131
3915,D,C1,B11,40000,17490
3916,D,E1,F11,40000,42287
3917,E,D1,B11,40000,101040
3918,F,B1,B11,3000,250908
3919,A,B1,F11,3000,69380
3920,C,C1,B11,40000,239625
3921,D,C1,D11,40000,101690
3922,C,E1,F11,40000,130221
3923,A,C1,A11,3000,265906
3924,C,A1,B11,3000,129553
3925,D,B1,B11,3000,136264
3926,E,D1,A11,3000,127020
3927,F,A1,A11,3000,138691
3928,D,D1,F11,3000,92022
3929,E,D1,F11,3000,146182
3930,A,E1,D11,40000,122311
3931,A,F1,B11,3000,288436
3932,F,B1,B11,40000,260382
3933,F,C1,F11,40000,198271
3934,A,B1,C11,40000,25517
3935,F,B1,D11,40000,23675
3936,D,F1,C11,3000,299766
3937,C,D1,E11,3000,12017
3938,E,E1,A11,40000,26547
3939,F,B1,F11,40000,111511
3940,D,F1,B11,40000,62003
3941,B,D1,B11,40000,74899
3942,E,F1,C11,3000,209461
3943,B,E1,A11,40000,198011
3944,B,D1,B11,3000,221851
3945,F,B1,B11,40000,12803
3946,B,B1,E11,3000,283390
3947,A,D1,D11,3000,140512
3948,B,A1,E11,40000,29503
3949,B,F1,D11,3000,84300
3950,B,D1,B11,40000,82908
3951,D,A1,E11,3000,232459
3952,D,D1,D11,40000,271860
3953,B,E1,A11,3000,233619
3954,A,E1,C11,40000,128435
3955,E,D1,F11,40000,82097
3956,C,D1,C11,3000,50913
3957,B,C1,B11,3000,89843
3958,A,C1,C11,3000,225923
3959,D,D1,C11,3000,294258
3960,A,F1,C11,3000,10621
3961,F,A1,E11,40000,229472
3962,E,E1,F11,40000,265146
3963,B,C1,D11,3000,86769
3964,E,A1,E11,40000,150324
3965,B,A1,D11,40000,199569
3966,F,A1,E11,40000,147266
3967,A,F1,B11,3000,160322
3968,B,D1,A11,3000,65676
3969,C,F1,E11,3000,226837
3970,E,F1,A11,40000,136041
3971,F,E1,D11,3000,41451
3972,B,B1,D11,40000,17909
3973,B,F1,D11,40000,246983
3974,F,B1,A11,40000,279919
3975,A,C1,A11,40000,269678
3976,F,D1,F11,40000,75550
3977,D,A1,E11,40000,221014
3978,A,F1,F11,3000,149071
3979,F,F1,D11,3000,244689
3980,C,E1,E11,3000,96043
3981,F,E1,B11,40000,281690
3982,B,E1,C11,40000,255301
3983,C,E1,D11,3000,271671
3984,A,A1,D11,3000,122276
3985,D,C1,D11,40000,86990
3986,D,B1,D11,40000,124129
3987,E,F1,F11,40000,285277
3988,F,D1,E11,40000,133375
3989,D,D1,E11,3000,177974
3990,E,C1,B11,40000,238760
3991,A,B1,E11,3000,291977
3992,F,B1,B11,3000,211540
3993,C,F1,E11,40000,22155
3994,F,B1,F11,40000,31110
3995,E,E1,E11,40000,34933
3996,F,F1,C11,40000,106824
3997,C,D1,C11,40000,26582
3998,F,D1,E11,40000,266042
3999,D,C1,E11,40000,23637
4000,A,F1,F11,40000,162137
4001,A,A1,E11,40000,59364
4002,C,F1,F11,40000,257949
4003,E,A1,E11,3000,221182
4004,F,E1,E11,3000,280840
4005,D,B1,B11,40000,129266
4006,A,C1,E11,3000,279169
4007,F,A1,E11,3000,291701
4008,D,D1,B11,3000,29483
4009,D,B1,B11,3000,237470
4010,A,E1,D11,40000,222669
4011,A,B1,D11,40000,42208
4012,C,F1,E11,40000,78548
4013,B,B1,F11,3000,278436
4014,B,E1,A11,40000,84069
4015,D,B1,B11,3000,225664
4016,D,C1,E11,40000,223206
4017,C,A1,F11,40000,92617
4018,B,E1,E11,3000,99411
4019,F,D1,D11,3000,15288
4020,B,B1,A11,40000,262548
4021,C,E1,D11,40000,89575
4022,A,A1,E11,40000,199408
4023,E,D1,B11,40000,272156
4024,B,A1,B11,3000,242953
4025,A,B1,E11,40000,111040
4026,A,A1,B11,40000,66566
4027,C,A1,E11,3000,78121
4028,F,A1,D11,40000,52651
4029,D,B1,D11,3000,277020
4030,D,F1,A11,40000,115668
4031,D,D1,F11,3000,176185
4032,E,A1,F11,3000,182858
4033,F,D1,B11,3000,91380
4034,D,C1,F11,3000,140058
4035,A,D1,C11,3000,167938
4036,D,A1,E11,40000,7605
4037,E,A1,E11,3000,13346
4038,B,E1,C11,3000,149620
4039,B,C1,E11,40000,284555
4040,B,B1,A11,40000,265766
4041,B,E1,B11,40000,188476
4042,D,D1,C11,3000,49216
4043,D,B1,B11,3000,218921
4044,F,F1,B11,3000,295628
4045,C,B1,D11,3000,33258
4046,E,A1,F11,40000,22043
4047,C,E1,B11,3000,243538
4048,F,D1,F11,40000,80727
4049,F,C1,E11,40000,181129
4050,E,C1,A11,3000,20478
4051,D,F1,B11,3000,261098
4052,E,E1,E11,3000,190607
4053,F,D1,C11,3000,75140
4054,E,F1,C11,3000,165386
4055,B,C1,D11,3000,9203
4056,C,B1,C11,3000,235603
4057,C,B1,C11,40000,133521
4058,D,D1,C11,40000,7611
4059,D,C1,E11,40000,177696
4060,F,E1,A11,40000,151410
4061,A,E1,E11,40000,119111
4062,D,D1,D11,40000,84594
4063,D,B1,D11,40000,260466
4064,F,B1,A11,40000,172077
4065,C,E1,D11,3000,97876
4066,A,E1,C11,3000,217438
4067,E,A1,A11,40000,19497
4068,E,B1,E11,3000,216024
4069,D,D1,D11,40000,105276
4070,C,D1,F11,3000,187041
4071,C,F1,D11,3000,200226
4072,B,C1,F11,40000,150009
4073,E,C1,C11,3000,279105
4074,F,E1,A11,3000,114024
4075,E,B1,A11,3000,248454
4076,A,F1,A11,40000,275939
4077,A,D1,A11,3000,241247
4078,B,B1,A11,40000,171354
4079,B,B1,F11,3000,3404
4080,B,A1,B11,40000,229985
4081,D,C1,B11,40000,87676
4082,F,D1,A11,40000,87398
4083,F,B1,B11,40000,283149
4084,B,D1,C11,3000,5251
4085,D,D1,F11,3000,56509
4086,A,F1,B11,3000,282932
4087,A,F1,B11,3000,261216
4088,B,B1,C11,40000,219641
4089,C,F1,D11,3000,254234
4090,E,C1,E11,40000,131647
4091,A,A1,F11,40000,81430
4092,D,C1,F11,3000,251309
4093,E,E1,F11,3000,168062
4094,F,A1,B11,3000,86283
4095,B,C1,D11,40000,204872
4096,D,D1,D11,40000,188688
4097,E,E1,C11,40000,89550
4098,A,D1,D11,40000,34730
4099,D,C1,D11,3000,79463
4100,F,E1,F11,3000,244058
4101,D,D1,F11,3000,279756
4102,A,C1,F11,40000,71693
4103,B,E1,D11,3000,37093
4104,F,E1,D11,3000,154152
4105,F,B1,F11,40000,123140
4106,E,A1,D11,40000,266753
4107,B,F1,A11,40000,119302
4108,D,E1,B11,40000,27879
4109,F,F1,E11,3000,68183
4110,F,A1,D11,40000,123290
4111,A,D1,D11,3000,82604
4112,E,E1,E11,3000,122639
4113,B,B1,A11,40000,110649
4114,F,F1,E11,3000,288543
4115,F,E1,B11,3000,72042
4116,B,A1,D11,3000,148515
4117,E,A1,E11,40000,255882
4118,A,B1,B11,40000,284885
4119,B,E1,F11,40000,288902
4120,F,C1,E11,3000,153660
4121,A,C1,E11,40000,33159
4122,A,F1,B11,3000,135819
4123,D,B1,A11,3000,20607
4124,F,E1,C11,3000,32811
4125,C,C1,A11,40000,64065
4126,B,D1,E11,40000,104093
4127,A,B1,A11,40000,91931
4128,F,B1,E11,40000,112500
4129,B,C1,F11,3000,28340
4130,C,C1,E11,3000,50777
4131,F,D1,C11,3000,174591
4132,E,A1,C11,40000,103692
4133,E,F1,A11,40000,209127
4134,D,F1,A11,3000,140444
4135,B,A1,B11,40000,43759
4136,E,E1,F11,40000,285518
4137,E,A1,C11,40000,15815
4138,B,B1,A11,40000,262392
4139,F,C1,B11,40000,135702
4140,B,D1,D11,40000,143849
4141,F,C1,F11,40000,19382
4142,D,D1,F11,40000,54522
4143,A,C1,D11,40000,53626
4144,B,E1,C11,40000,52592
4145,A,C1,E11,3000,90173
4146,E,B1,F11,40000,26317
4147,F,E1,E11,40000,152049
4148,A,A1,F11,3000,161886
4149,B,E1,F11,3000,235572
4150,F,B1,C11,3000,209132
4151,E,E1,E11,40000,245691
4152,C,A1,B11,40000,170312
4153,C,E1,B11,40000,71637
4154,C,C1,A11,40000,203793
4155,A,E1,E11,3000,210191
4156,A,E1,A11,3000,23817
4157,A,E1,B11,3000,159919
4158,D,C1,B11,3000,62961
4159,E,D1,F11,40000,50694
4160,A,C1,C11,40000,208390
4161,C,C1,A11,3000,200499
4162,B,A1,A11,3000,69508
4163,E,E1,E11,40000,223357
4164,D,E1,B11,40000,256628
4165,A,E1,E11,3000,242019
4166,C,B1,C11,40000,187815
4167,B,B1,A11,3000,153377
4168,E,B1,D11,3000,171829
4169,A,F1,A11,3000,92342
4170,D,E1,D11,40000,4848
4171,A,D1,F11,3000,137553
4172,D,C1,C11,3000,35806
4173,B,D1,D11,3000,62820
4174,C,A1,C11,40000,297620
4175,F,D1,F11,3000,237961
4176,D,F1,E11,40000,40250
4177,E,E1,B11,3000,239490
4178,D,A1,A11,3000,129738
4179,F,B1,C11,40000,257556
4180,E,D1,D11,40000,174894
4181,D,B1,A11,3000,53640
4182,C,A1,D11,3000,265047
4183,B,B1,C11,3000,290480
4184,B,B1,F11,3000,262968
4185,E,A1,E11,40000,240035
4186,B,D1,B11,3000,27231
4187,F,F1,B11,40000,119012
4188,A,D1,B11,3000,38619
4189,A,F1,B11,40000,32381
4190,F,F1,B11,40000,245633
4191,D,F1,F11,3000,134043
4192,B,E1,D11,3000,237352
4193,A,E1,F11,40000,29203
4194,E,B1,B11,3000,130940
4195,F,D1,C11,40000,99317
4196,E,F1,E11,40000,285143
4197,C,D1,E11,40000,97295
4198,B,C1,A11,40000,71410
4199,E,C1,C11,40000,257207
4200,C,F1,F11,40000,255762
4201,B,A1,E11,40000,47515
4202,F,D1,E11,3000,160689
4203,F,A1,E11,3000,11476
4204,D,D1,D11,3000,193586
4205,C,C1,B11,40000,13741
4206,D,E1,D11,40000,79669
4207,F,B1,F11,40000,254862
4208,C,A1,E11,3000,207849
4209,F,B1,A11,3000,126942
4210,D,C1,B11,3000,16114
4211,D,A1,C11,3000,30146
4212,D,E1,B11,3000,12559
4213,C,B1,F11,3000,39604
4214,A,B1,B11,3000,73313
4215,B,D1,C11,3000,172220
4216,A,A1,D11,40000,128196
4217,C,E1,F11,3000,152800
4218,E,E1,A11,3000,55461
4219,E,E1,F11,40000,254283
4220,C,C1,A11,3000,244820
4221,D,C1,B11,40000,83393
4222,F,E1,A11,3000,4284
4223,E,B1,E11,40000,296296
4224,B,A1,C11,40000,71283
4225,A,B1,C11,40000,132307
4226,B,E1,F11,3000,2007
4227,C,C1,E11,3000,173288
4228,E,C1,B11,3000,139806
4229,F,E1,C11,40000,216429
4230,D,A1,D11,40000,150792
4231,E,D1,F11,3000,6600
4232,E,B1,D11,3000,280706
4233,F,B1,C11,3000,59374
4234,C,A1,C11,40000,241531
4235,F,A1,B11,3000,296155
4236,B,A1,D11,3000,233868
4237,A,E1,B11,3000,230662
4238,C,F1,B11,40000,200672
4239,F,E1,A11,40000,33146
4240,E,E1,F11,40000,92749
4241,C,B1,F11,40000,49597
4242,F,D1,A11,40000,289744
4243,B,D1,F11,40000,244065
4244,F,D1,B11,40000,64372
4245,A,A1,F11,40000,118512
4246,E,F1,B11,40000,53048
4247,F,D1,C11,40000,138047
4248,A,C1,A11,40000,298977
4249,D,B1,A11,40000,232919
4250,D,A1,C11,3000,274331
4251,D,B1,E11,3000,58796
4252,E,E1,B11,40000,103936
4253,A,B1,F11,40000,183726
4254,E,B1,C11,3000,189905
4255,D,E1,B11,40000,56591
4256,C,D1,D11,3000,290718
4257,F,D1,C11,3000,30536
4258,C,F1,D11,40000,103281
4259,E,C1,E11,3000,88830
4260,D,C1,F11,40000,221654
4261,A,F1,E11,3000,81329
4262,D,E1,C11,40000,194063
4263,B,B1,E11,3000,292995
4264,E,C1,C11,40000,10247
4265,B,C1,A11,3000,26042
4266,A,E1,F11,3000,52676
4267,D,D1,A11,3000,1637
4268,F,F1,B11,3000,173404
4269,E,D1,B11,40000,69118
4270,F,F1,A11,40000,289283
4271,C,F1,B11,40000,238854
4272,A,E1,F11,40000,256397
4273,C,B1,C11,40000,222207
4274,F,F1,E11,40000,90160
4275,B,C1,D11,40000,132283
4276,F,F1,A11,40000,259384
4277,F,C1,D11,3000,279289
4278,A,F1,B11,3000,275277
4279,F,F1,E11,40000,24267
4280,B,A1,A11,3000,225609
4281,F,C1,B11,40000,189674
4282,D,B1,B11,3000,135185
4283,C,B1,B11,40000,14692
4284,B,B1,D11,40000,114789
4285,C,D1,F11,40000,244161
4286,B,C1,A11,40000,83923
4287,F,D1,C11,3000,216644
4288,C,B1,D11,40000,283359
4289,A,E1,A11,3000,14841
4290,D,E1,D11,3000,31711
4291,A,B1,B11,3000,251985
4292,D,A1,B11,3000,58167
4293,B,D1,F11,3000,196347
4294,A,F1,C11,3000,148243
4295,D,F1,B11,3000,240409
4296,D,A1,A11,40000,65976
4297,F,F1,B11,40000,157092
4298,D,E1,B11,40000,157976
4299,B,F1,E11,40000,278036
4300,B,E1,D11,3000,86334
4301,E,B1,B11,3000,276264
4302,E,D1,E11,3000,103119
4303,C,B1,B11,40000,136830
4304,B,A1,B11,40000,108052
4305,E,B1,D11,3000,174407
4306,C,F1,B11,3000,151683
4307,E,B1,E11,3000,88513
4308,D,B1,F11,3000,291699
4309,F,D1,B11,3000,146055
4310,A,C1,C11,40000,124071
4311,A,A1,A11,3000,165118
4312,A,B1,E11,3000,297199
4313,E,D1,C11,3000,180729
4314,E,A1,F11,40000,262884
4315,C,E1,E11,3000,232173
4316,F,C1,A11,3000,50377
4317,D,F1,B11,40000,245629
4318,F,E1,E11,40000,293927
4319,E,D1,D11,40000,13567
4320,B,B1,C11,3000,239484
4321,C,E1,C11,40000,229129
4322,D,C1,C11,3000,155904
4323,E,F1,D11,3000,72487
4324,E,B1,A11,40000,211617
4325,E,B1,A11,40000,148737
4326,D,F1,D11,3000,18010
4327,B,D1,A11,40000,41966
4328,D,C1,B11,3000,96867
4329,A,B1,C11,3000,53289
4330,C,A1,F11,40000,128350
4331,E,E1,A11,40000,20346
4332,B,A1,A11,40000,299430
4333,B,C1,C11,40000,280906
4334,A,F1,B11,3000,291059
4335,C,F1,F11,3000,111163
4336,C,C1,D11,40000,264125
4337,B,F1,D11,40000,168331
4338,B,D1,B11,3000,63871
4339,F,F1,B11,3000,52979
4340,D,D1,F11,3000,17518
4341,A,B1,A11,3000,225885
4342,A,B1,A11,3000,7857
4343,D,E1,F11,40000,269498
4344,C,B1,F11,3000,231421
4345,C,D1,A11,3000,127634
4346,B,A1,E11,3000,281634
4347,A,D1,A11,40000,129069
4348,A,A1,A11,3000,83626
4349,A,E1,C11,40000,87431
4350,E,E1,A11,3000,53625
4351,A,D1,E11,40000,198889
4352,B,F1,D11,40000,11168
4353,F,D1,A11,3000,255091
4354,F,F1,B11,3000,91586
4355,F,B1,A11,40000,234756
4356,B,B1,D11,40000,233261
4357,B,C1,A11,40000,136291
4358,B,E1,D11,40000,235728
4359,D,D1,F11,3000,26072
4360,D,A1,E11,40000,39363
4361,C,E1,A11,40000,259371
4362,A,E1,E11,3000,112058
4363,C,E1,A11,3000,69839
4364,B,B1,E11,40000,18572
4365,A,C1,A11,40000,106140
4366,F,D1,D11,3000,131554
4367,B,E1,C11,3000,88032
4368,F,F1,C11,3000,140675
4369,C,C1,D11,40000,59087
4370,C,E1,F11,3000,6553
4371,A,B1,C11,40000,71232
4372,F,F1,C11,3000,23660
4373,B,F1,C11,40000,254485
4374,F,C1,C11,40000,51252
4375,B,D1,F11,3000,290047
4376,E,F1,B11,3000,75623
4377,D,B1,E11,40000,176651
4378,B,C1,F11,3000,261618
4379,E,C1,E11,3000,246135
4380,A,F1,C11,40000,252381
4381,D,F1,B11,3000,273689
4382,B,F1,B11,3000,278843
4383,E,F1,A11,40000,3037
4384,C,A1,C11,3000,282098
4385,F,C1,C11,3000,217518
4386,F,F1,E11,40000,108772
4387,B,F1,F11,40000,177564
4388,B,B1,D11,3000,183565
4389,B,D1,B11,3000,184162
4390,C,D1,D11,40000,197941
4391,C,A1,E11,3000,144018
4392,B,C1,F11,3000,122958
4393,E,A1,D11,40000,117858
4394,A,E1,B11,3000,22256
4395,A,E1,A11,3000,154819
4396,C,B1,F11,3000,258576
4397,E,F1,C11,40000,166773
4398,E,F1,F11,3000,64994
4399,C,E1,E11,40000,105150
4400,E,C1,C11,40000,92336
4401,B,B1,D11,40000,102040
4402,D,B1,E11,3000,178470
4403,D,C1,A11,40000,34263
4404,C,D1,C11,3000,35749
4405,B,C1,A11,40000,152217
4406,B,A1,F11,3000,155099
4407,A,D1,B11,3000,36319
4408,A,F1,E11,40000,3939
4409,D,E1,D11,3000,65449
4410,B,D1,F11,3000,192973
4411,E,E1,C11,40000,285631
4412,F,B1,F11,3000,105320
