Id,Car Make,Production Year,Car Mileage,Cost
2910,Audi,2009,236846,40000
2911,Nissan,1985,107771,3000
2912,Volvo,1997,271613,40000
2913,Chevrolet,2007,68798,3000
2914,Land Rover,1984,162217,40000
2915,Ford,2014,178110,40000
2916,Tesla,2009,129805,3000
2917,Subaru,1991,54430,40000
2918,Ferrari,1985,233104,40000
2919,Nissan,2006,33093,3000
2920,Suzuki,1989,295328,3000
2921,Jaguar,1983,186637,3000
2922,Lamborghini,1971,254861,40000
2923,Porsche,1982,253856,3000
2924,Land Rover,2008,124510,3000
2925,Mazda,2005,255085,40000
2926,Volkswagen,1995,163353,40000
2927,Suzuki,1970,194752,3000
2928,Subaru,2008,7530,3000
2929,Land Rover,1971,507,3000
2930,Porsche,1992,206998,40000
2931,Hyundai,1997,54743,3000
2932,Kia,2022,155556,40000
2933,Honda,1995,2565,40000
2934,Audi,1984,44507,40000
2935,Mercedes,1973,256524,40000
2936,Volvo,1996,138853,40000
2937,Lamborghini,1997,15191,3000
2938,BMW,2009,60733,40000
2939,Toyota,2005,151116,3000
2940,Subaru,1989,255212,40000
2941,Suzuki,1990,25784,3000
2942,Suzuki,1997,178871,40000
2943,Mazda,1992,223998,3000
2944,Nissan,2012,145512,40000
2945,Ferrari,2011,196725,3000
2946,Honda,2012,277426,3000
2947,Toyota,1993,46730,3000
2948,Suzuki,1998,37681,3000
2949,Nissan,1995,228249,3000
2950,Tesla,1975,207378,3000
2951,BMW,1994,5919,3000
2952,Mazda,1970,220813,3000
2953,Suzuki,2013,289744,3000
2954,Lamborghini,2015,286618,3000
2955,Mercedes,1990,222372,3000
2956,BMW,2006,218408,3000
2957,Lamborghini,2022,246282,40000
2958,Kia,1995,229336,40000
2959,Tesla,2017,214877,40000
2960,Suzuki,1981,243320,3000
2961,Ferrari,1972,40097,40000
2962,Lamborghini,1994,58361,3000
2963,Honda,2003,273578,40000
2964,Subaru,1984,16748,40000
2965,Ford,2007,145961,40000
2966,Volvo,1980,57820,40000
2967,Ford,2003,158363,3000
2968,Jaguar,1990,211288,3000
2969,Nissan,1973,8208,40000
2970,Lamborghini,2023,278111,3000
2971,Ferrari,1975,21893,40000
2972,Volkswagen,1995,160266,3000
2973,Volvo,1987,201773,40000
2974,Honda,1999,2814,3000
2975,Porsche,1987,114606,3000
2976,Land Rover,1971,243033,3000
2977,BMW,1993,225252,40000
2978,Suzuki,1979,266610,40000
2979,Suzuki,2016,164538,40000
2980,Kia,2008,223692,3000
2981,Tesla,2016,54830,40000
2982,Jaguar,2009,82958,40000
2983,Mercedes,1977,174942,3000
2984,Tesla,1998,253810,40000
2985,Honda,1980,19362,40000
2986,Suzuki,1985,183900,3000
2987,Kia,2014,233089,40000
2988,Audi,2005,149642,3000
2989,Mercedes,1986,197294,3000
2990,Audi,1983,19553,3000
2991,Tesla,1995,205743,40000
2992,Volvo,2000,117532,40000
2993,Lamborghini,1991,22781,3000
2994,Chevrolet,1991,115882,3000
2995,Hyundai,1980,197474,3000
2996,Audi,1999,127107,40000
2997,Nissan,1996,180137,3000
2998,Hyundai,2013,297801,40000
2999,Mercedes,2010,104758,3000
3000,Suzuki,2015,232923,40000
3001,Ford,2007,107734,3000
3002,Mazda,1978,251189,40000
3003,Land Rover,1986,162070,40000
3004,Jaguar,2010,140702,40000
3005,Audi,1986,222673,40000
3006,Mercedes,2022,92127,3000
3007,Ferrari,1984,213289,40000
3008,Volkswagen,2007,161221,3000
3009,Nissan,1995,193238,3000
3010,Audi,1979,52052,40000
3011,BMW,1977,248429,40000
3012,Kia,1985,88906,3000
3013,Lamborghini,2005,92260,3000
3014,Audi,1999,49745,3000
3015,Jaguar,1983,144487,3000
3016,Volkswagen,1988,264877,40000
3017,Chevrolet,2013,223858,40000
3018,Toyota,2017,124494,40000
3019,Toyota,1994,109232,3000
3020,Kia,1972,29232,40000
3021,Ferrari,1984,234548,3000
3022,Land Rover,2003,63488,3000
3023,Tesla,2023,131002,40000
3024,Chevrolet,2013,273802,3000
3025,Volvo,2000,184826,3000
3026,Hyundai,1972,171992,3000
3027,Suzuki,1980,83545,3000
3028,Suzuki,1991,52057,3000
3029,Volvo,1998,224476,40000
3030,Mercedes,1983,227365,40000
3031,Volkswagen,2018,297171,40000
3032,Kia,1987,208231,40000
3033,Porsche,2019,112262,3000
3034,Ford,2010,127616,3000
3035,Volkswagen,2002,193449,3000
3036,Ford,2004,286844,40000
3037,Lamborghini,1974,95216,40000
3038,Chevrolet,2005,161720,40000
3039,Nissan,2016,206779,40000
3040,Tesla,2007,32592,3000
3041,Chevrolet,2002,96056,40000
3042,Honda,2014,164938,40000
3043,Land Rover,1987,173215,40000
3044,Subaru,2017,1201,40000
3045,Ford,1975,103343,40000
3046,Jaguar,1976,283769,3000
3047,Lamborghini,2005,121777,40000
3048,Toyota,1975,268338,40000
3049,Mercedes,1975,29589,40000
3050,Audi,1988,92606,40000
3051,Porsche,1994,134,40000
3052,Kia,1979,181743,3000
3053,Porsche,2006,177033,40000
3054,Porsche,1975,259124,40000
3055,Honda,2007,126580,40000
3056,Suzuki,1984,251762,40000
3057,Mercedes,1996,7543,3000
3058,Ford,1997,270100,3000
3059,Subaru,2013,241434,40000
3060,Hyundai,2018,239072,40000
3061,Porsche,2007,8438,3000
3062,Kia,2008,250500,3000
3063,Mercedes,1976,20580,3000
3064,Ferrari,2008,95776,3000
3065,Honda,2018,150544,40000
3066,Audi,2023,31904,40000
3067,Ferrari,1993,90971,3000
3068,Honda,2017,226478,40000
3069,Volkswagen,1973,236474,40000
3070,Ferrari,1983,8483,3000
3071,Ford,1987,276824,40000
3072,Land Rover,1971,198500,3000
3073,Land Rover,1988,256095,40000
3074,Tesla,1981,222725,3000
3075,Jaguar,1979,291971,3000
3076,Suzuki,1994,129521,40000
3077,Mercedes,2018,209875,40000
3078,Tesla,1974,269412,3000
3079,Subaru,1993,16026,3000
3080,Volvo,1977,30220,3000
3081,Audi,2023,214547,3000
3082,Kia,1988,77456,3000
3083,Ferrari,1971,256988,3000
3084,BMW,1984,63419,40000
3085,Porsche,1999,27633,40000
3086,Nissan,2004,210825,3000
3087,Hyundai,1983,207065,3000
3088,Porsche,2009,255044,3000
3089,Jaguar,1994,232551,40000
3090,Kia,2016,7545,3000
3091,Tesla,2000,141253,40000
3092,Land Rover,1974,176927,40000
3093,Honda,1982,126547,40000
3094,Nissan,2015,39769,40000
3095,Suzuki,1976,180252,40000
3096,Toyota,1995,33319,40000
3097,Lamborghini,1971,41367,40000
3098,Jaguar,1982,136399,40000
3099,Volkswagen,2010,151634,40000
3100,Tesla,2007,273078,40000
3101,Lamborghini,1982,42162,40000
3102,Jaguar,1984,18601,3000
3103,Suzuki,1997,30159,40000
3104,Hyundai,1986,6580,40000
3105,Hyundai,2007,187680,3000
3106,Porsche,1996,173071,40000
3107,Suzuki,1982,281259,40000
3108,Land Rover,2002,173007,40000
3109,Porsche,2014,71807,40000
3110,Tesla,1988,298229,3000
3111,Toyota,2017,299769,40000
3112,Ford,2005,4667,3000
3113,Chevrolet,1972,58511,40000
3114,Lamborghini,2002,235345,40000
3115,Audi,1974,27634,40000
3116,Mercedes,2001,89297,40000
3117,Kia,1980,121076,40000
3118,BMW,2011,14125,3000
3119,Hyundai,1995,143925,3000
3120,Ferrari,1970,160096,3000
3121,Mazda,1986,163835,3000
3122,Tesla,2007,98507,3000
3123,Volkswagen,1970,7944,40000
3124,Kia,2008,213436,40000
3125,Audi,1979,79480,40000
3126,Audi,1973,87710,40000
3127,Porsche,2021,254025,40000
3128,Audi,1979,159997,3000
3129,Subaru,2018,154300,3000
3130,Jaguar,2001,75463,40000
3131,Kia,1975,203585,40000
3132,Toyota,1996,40398,40000
3133,Chevrolet,1989,140669,40000
3134,Ferrari,2014,265232,3000
3135,Mazda,2016,263529,3000
3136,Ferrari,2004,124003,40000
3137,Jaguar,1991,164447,40000
3138,Ford,1975,139643,40000
3139,Mercedes,2005,136519,3000
3140,Land Rover,2012,170868,40000
3141,Nissan,2011,267800,3000
3142,Subaru,1994,299043,40000
3143,Toyota,2014,16370,3000
3144,Honda,2021,139393,40000
3145,Lamborghini,2001,95381,40000
3146,Volkswagen,1979,151444,3000
3147,Land Rover,2007,199639,3000
3148,Toyota,1994,97411,3000
3149,Jaguar,1992,33489,3000
3150,Volvo,1987,231324,40000
3151,Mercedes,2005,145060,3000
3152,Volvo,1996,275918,40000
3153,Jaguar,2013,158807,3000
3154,Ford,1972,133383,3000
3155,Volvo,1985,136244,3000
3156,Volvo,2022,152672,3000
3157,Volkswagen,1988,142752,3000
3158,Toyota,2010,245012,40000
3159,Mercedes,1981,275255,3000
3160,Subaru,2023,122214,3000
3161,Ford,1986,48477,3000
3162,Toyota,1977,238171,40000
3163,Mazda,1972,111786,3000
3164,Lamborghini,2015,123025,3000
3165,Mercedes,1980,218359,40000
3166,Subaru,2018,104191,3000
3167,Volkswagen,2015,82443,3000
3168,Chevrolet,2006,253492,3000
3169,Toyota,2023,270012,40000
3170,Chevrolet,2012,7535,40000
3171,Audi,2009,140324,3000
3172,Hyundai,1987,121879,3000
3173,Jaguar,2003,204321,40000
3174,Jaguar,1979,146374,3000
3175,Toyota,2019,40361,40000
3176,Audi,1987,287167,3000
3177,Ford,1986,24376,40000
3178,Audi,1976,6991,3000
3179,Hyundai,1980,273000,40000
3180,Kia,2010,101059,40000
3181,BMW,2009,246658,40000
3182,Land Rover,1971,238882,3000
3183,Kia,2006,212467,40000
3184,Mercedes,2017,141059,40000
3185,Mercedes,1999,161389,3000
3186,Kia,1973,151264,40000
3187,Lamborghini,1981,148614,40000
3188,Suzuki,2007,65703,40000
3189,Subaru,2018,252122,40000
3190,Jaguar,1988,184424,3000
3191,Mazda,2012,59797,40000
3192,Ferrari,1976,18157,40000
3193,Chevrolet,1979,169705,3000
3194,Ferrari,1978,149623,3000
3195,Volkswagen,1980,218808,40000
3196,Nissan,1990,294531,3000
3197,Nissan,1991,3716,3000
3198,Toyota,2005,126670,40000
3199,Jaguar,1980,299606,40000
3200,Lamborghini,2023,166941,40000
3201,Tesla,1994,293643,3000
3202,Porsche,2005,242635,3000
3203,Toyota,2004,126033,3000
3204,Land Rover,2004,84682,3000
3205,Kia,2011,202335,40000
3206,Volkswagen,1978,209329,3000
3207,Subaru,2018,42569,3000
3208,Mazda,2021,130968,40000
3209,Mazda,2022,204453,40000
3210,Toyota,1987,70726,3000
3211,Land Rover,1976,24892,3000
3212,BMW,2004,273301,3000
3213,Porsche,2001,140796,3000
3214,Lamborghini,2010,47191,3000
3215,Subaru,1974,45364,40000
3216,Jaguar,2007,128256,3000
3217,Volvo,1989,298976,3000
3218,Mazda,2019,76188,40000
3219,Subaru,1979,105088,40000
3220,Ferrari,1997,259343,3000
3221,Toyota,2004,100402,3000
3222,Honda,2012,289192,40000
3223,Porsche,1997,143716,40000
3224,Mercedes,1990,212648,40000
3225,Tesla,1970,52792,3000
3226,Land Rover,2023,121989,40000
3227,Nissan,1992,230982,40000
3228,Nissan,1974,20595,3000
3229,Porsche,2006,112795,40000
3230,Suzuki,1976,44977,40000
3231,BMW,1974,57291,3000
3232,Nissan,2003,283752,3000
3233,BMW,1988,56253,40000
3234,Mercedes,1973,128792,40000
3235,Nissan,1999,25263,40000
3236,Hyundai,1996,137411,40000
3237,Nissan,2005,242310,3000
3238,Tesla,2014,27311,3000
3239,Ferrari,2014,109394,3000
3240,Jaguar,1983,109810,3000
3241,Porsche,2019,246149,40000
3242,BMW,1998,65797,3000
3243,Lamborghini,2005,203763,40000
3244,Honda,2023,126500,3000
3245,Mercedes,1978,105567,3000
3246,Volvo,1982,91103,3000
3247,Lamborghini,2022,23199,40000
3248,Porsche,1970,275290,40000
3249,Mazda,2006,126785,40000
3250,Volkswagen,1971,115226,3000
3251,Mazda,2006,150070,40000
3252,Porsche,1982,23721,40000
3253,Toyota,1992,8419,40000
3254,Suzuki,1991,288316,40000
3255,Toyota,1981,179724,3000
3256,Volvo,1979,70828,3000
3257,Tesla,2011,173905,40000
3258,BMW,2019,80196,40000
3259,Suzuki,2017,273062,40000
3260,Hyundai,1978,77513,3000
3261,Jaguar,2016,242635,40000
3262,Kia,2010,118963,3000
3263,Subaru,2022,183500,3000
3264,Volkswagen,1980,285623,40000
3265,Subaru,1998,46066,40000
3266,Toyota,1980,202294,40000
3267,Jaguar,2022,105530,40000
3268,Audi,2005,215556,3000
3269,Volkswagen,2022,106126,40000
3270,Chevrolet,2018,283658,3000
3271,Volkswagen,1979,229201,40000
3272,Volvo,1994,3308,3000
3273,Chevrolet,2003,138617,3000
3274,Toyota,2021,75163,40000
3275,Porsche,1971,69071,3000
3276,BMW,1987,187915,3000
3277,Suzuki,2012,113022,40000
3278,Volvo,1998,162883,40000
3279,BMW,2018,260200,40000
3280,Nissan,1970,144302,40000
3281,Volkswagen,2015,223198,40000
3282,Porsche,1970,220671,3000
3283,Suzuki,1983,273916,3000
3284,Kia,2014,1897,3000
3285,Kia,2007,247438,40000
3286,Hyundai,2010,217211,40000
3287,Porsche,1995,224163,3000
3288,Subaru,2004,549,3000
3289,Mazda,2000,257649,40000
3290,Jaguar,2009,3304,3000
3291,Land Rover,2015,134946,3000
3292,Honda,2003,188347,40000
3293,Porsche,2016,55564,3000
3294,Tesla,2016,54143,40000
3295,Toyota,1998,142390,40000
3296,Porsche,1991,68223,3000
3297,Subaru,1974,189337,40000
3298,Volvo,1994,299271,3000
3299,Suzuki,1984,269739,3000
3300,Audi,2021,282827,3000
3301,Subaru,1987,251597,40000
3302,Hyundai,1999,146034,3000
3303,Suzuki,1993,34863,3000
3304,Kia,2002,124348,3000
3305,Ford,2012,170334,3000
3306,Hyundai,2019,177474,3000
3307,Mercedes,2001,68847,40000
3308,Jaguar,2021,8250,40000
3309,Tesla,1993,252912,40000
3310,Nissan,1983,176887,40000
3311,Toyota,1996,186417,3000
3312,Ford,2008,45745,3000
3313,Nissan,1979,73661,40000
3314,Honda,1984,142686,3000
3315,BMW,2015,208440,3000
3316,Nissan,2004,258156,3000
3317,Honda,2016,168589,3000
3318,Suzuki,1983,104134,40000
3319,Toyota,1991,277505,3000
3320,Chevrolet,1974,228255,40000
3321,Land Rover,1976,41294,40000
3322,Kia,2023,187995,3000
3323,Ferrari,2003,22156,40000
3324,Mazda,1981,30467,3000
3325,Mercedes,2023,53690,3000
3326,Subaru,2011,245633,3000
3327,Suzuki,1986,95031,40000
3328,Subaru,2010,186356,40000
3329,Lamborghini,1978,203177,3000
3330,Subaru,1975,172497,40000
3331,Volkswagen,2021,82288,40000
3332,Porsche,1998,266321,40000
3333,Volkswagen,1982,20604,40000
3334,Mercedes,1973,292083,40000
3335,Mazda,1971,218364,3000
3336,Volvo,2017,221191,40000
3337,Chevrolet,1971,179598,40000
3338,Ferrari,1994,29153,3000
3339,Honda,1988,162801,40000
3340,Tesla,2010,162733,3000
3341,Audi,2022,250716,3000
3342,Volvo,1995,204482,3000
3343,Mercedes,1970,25805,3000
3344,Audi,1988,76648,3000
3345,Honda,2022,174139,40000
3346,Ferrari,2004,45057,40000
3347,Ford,1987,14972,3000
3348,Volvo,2005,142969,3000
3349,Audi,1996,124639,3000
3350,Mercedes,1988,99136,40000
3351,Volkswagen,1971,197222,3000
3352,Hyundai,1976,24788,3000
3353,Suzuki,2006,216004,40000
3354,Jaguar,2014,20257,40000
3355,Ferrari,1981,85258,3000
3356,Mercedes,2004,203800,40000
3357,Lamborghini,2012,289243,40000
3358,BMW,1998,64568,3000
3359,Mazda,2008,83778,40000
3360,Suzuki,1993,122297,40000
3361,Suzuki,2000,47463,3000
3362,Suzuki,1979,73827,40000
3363,Chevrolet,2009,141513,40000
3364,Jaguar,1970,1252,3000
3365,Land Rover,2003,282042,3000
3366,Lamborghini,2008,141075,3000
3367,Land Rover,1998,297222,3000
3368,Mercedes,1986,166685,3000
3369,Audi,1977,210173,3000
3370,Volkswagen,2009,236293,3000
3371,Kia,1985,179820,3000
3372,Porsche,1982,138457,3000
3373,BMW,1982,290243,40000
3374,Porsche,2012,58713,3000
3375,Honda,2007,270069,40000
3376,Volvo,2010,232986,40000
3377,Lamborghini,1970,172369,40000
3378,Nissan,1989,228047,40000
3379,Suzuki,1988,163847,3000
3380,Honda,2022,279659,40000
3381,Honda,1994,14326,40000
3382,Porsche,1977,135068,3000
3383,Ford,2013,10416,3000
3384,BMW,2008,280598,40000
3385,Suzuki,1987,216778,40000
3386,Volvo,2000,271426,3000
3387,Toyota,1997,233433,3000
3388,Mercedes,2023,288729,3000
3389,Honda,1983,41059,3000
3390,Suzuki,2013,210541,3000
3391,Jaguar,2011,202099,40000
3392,Land Rover,2010,63914,3000
3393,Tesla,1996,170575,3000
3394,Audi,1987,62126,3000
3395,Mazda,2016,200750,3000
3396,Honda,2007,10370,40000
3397,Jaguar,1987,17922,40000
3398,Chevrolet,1993,4362,40000
3399,Volkswagen,2007,100095,40000
3400,Chevrolet,1980,114223,3000
3401,Volkswagen,1972,49555,40000
3402,Tesla,2021,235732,3000
3403,Mercedes,1972,182287,40000
3404,Ferrari,2000,52346,40000
3405,Kia,1984,66606,3000
3406,Tesla,1995,298682,3000
3407,Subaru,1970,62102,40000
3408,BMW,1982,62209,3000
3409,Ferrari,1980,192942,3000
3410,Subaru,2008,147504,40000
3411,Chevrolet,2012,227012,3000
3412,Jaguar,1983,153912,3000
3413,Nissan,1989,54707,40000
3414,Honda,1989,230109,3000
3415,Toyota,1980,99740,40000
3416,Toyota,1991,70949,3000
3417,Tesla,1978,14311,3000
3418,Hyundai,1978,89050,3000
3419,Toyota,1983,200730,3000
3420,Jaguar,1985,276792,40000
3421,Honda,1991,67742,40000
3422,Tesla,2019,165010,40000
3423,Mercedes,1999,80106,3000
3424,Chevrolet,1994,165245,3000
3425,Subaru,1977,179158,40000
3426,Porsche,2010,193802,40000
3427,Tesla,2015,109687,3000
3428,Honda,1975,151882,40000
3429,Porsche,2004,22941,40000
3430,Chevrolet,2002,185527,3000
3431,Mazda,1992,25240,40000
3432,Audi,2000,249967,3000
3433,Mazda,1982,98968,40000
3434,Hyundai,2000,19212,40000
3435,Land Rover,2011,215102,40000
3436,Ford,2016,187534,3000
3437,Hyundai,2009,223530,3000
3438,Porsche,1988,197451,40000
3439,Toyota,2013,189399,3000
3440,Honda,1972,52579,40000
3441,Hyundai,1972,51724,3000
3442,Tesla,1993,127902,3000
3443,Tesla,2021,247133,3000
3444,Jaguar,1982,28425,40000
3445,BMW,2010,87069,3000
3446,Ford,2019,280513,3000
3447,Ferrari,1989,243535,40000
3448,Ford,1971,12167,3000
3449,Lamborghini,2004,247685,3000
3450,Volvo,1973,39818,3000
3451,Ford,2015,115362,40000
3452,Chevrolet,1982,13145,3000
3453,Chevrolet,1981,97993,40000
3454,Land Rover,2002,228712,3000
3455,Honda,2021,252514,3000
3456,BMW,2011,110836,40000
3457,Honda,2015,84629,40000
3458,Honda,1973,114241,40000
3459,Suzuki,1982,97312,3000
3460,Hyundai,1989,217488,40000
3461,Ford,2015,21158,40000
3462,Chevrolet,1987,283611,40000
3463,Volkswagen,2016,51023,3000
3464,Jaguar,2001,103623,40000
3465,Audi,1995,40552,3000
3466,Chevrolet,1981,121046,40000
3467,Volkswagen,2015,16894,3000
3468,Ford,1982,55326,3000
3469,Mazda,2004,126234,40000
3470,Hyundai,2020,158229,40000
3471,Ford,1992,9605,40000
3472,Chevrolet,1986,49254,3000
3473,Jaguar,1987,236060,3000
3474,Ferrari,1996,118070,3000
3475,Audi,1981,183646,3000
3476,Ferrari,2002,293051,40000
3477,Lamborghini,1996,130945,3000
3478,Audi,1970,86666,3000
3479,Jaguar,1971,47018,3000
3480,Hyundai,2002,271770,3000
3481,Tesla,1998,180981,3000
3482,Ferrari,1997,260787,40000
3483,Mercedes,2009,172898,3000
3484,Honda,1973,173783,3000
3485,Volkswagen,2009,71628,40000
3486,Jaguar,1980,45755,40000
3487,Jaguar,2014,117560,40000
3488,Lamborghini,1973,253087,40000
3489,Audi,2005,56449,3000
3490,Suzuki,2010,212334,3000
3491,Porsche,2000,214650,40000
3492,Ferrari,2020,279355,40000
3493,Subaru,1981,197897,40000
3494,Mazda,2010,242533,3000
3495,Ford,1986,87689,40000
3496,Mazda,1995,141270,40000
3497,Honda,1992,2767,3000
3498,Mazda,2021,83179,40000
3499,Tesla,1973,116615,40000
3500,Suzuki,2022,218964,3000
3501,Lamborghini,1971,226280,40000
3502,Subaru,2019,43668,3000
3503,Toyota,1997,227750,40000
3504,Lamborghini,1987,219714,40000
3505,Ferrari,2010,248908,40000
3506,Honda,1999,211825,40000
3507,Tesla,1991,175008,3000
3508,Volvo,1995,100501,40000
3509,Chevrolet,2020,10286,40000
3510,Hyundai,1987,273756,40000
3511,Lamborghini,2003,134231,40000
3512,Jaguar,1983,210756,3000
3513,BMW,2000,91330,3000
3514,Subaru,1993,19492,40000
3515,Mercedes,1978,4522,40000
3516,Kia,2017,63134,3000
3517,Volvo,2003,283091,3000
3518,Subaru,2008,229193,3000
3519,Jaguar,2014,227800,40000
3520,Volvo,1979,43412,3000
3521,Kia,2008,33094,40000
3522,Subaru,1971,19461,40000
3523,Chevrolet,1980,113157,3000
3524,Ford,2000,244155,3000
3525,Mazda,1985,9440,3000
3526,Subaru,2007,114178,3000
3527,Mazda,2023,187140,40000
3528,Honda,1994,236752,3000
3529,Chevrolet,2023,287311,3000
3530,Chevrolet,2016,265994,3000
3531,Toyota,1997,136902,3000
3532,Volvo,2013,245248,3000
3533,Subaru,1985,190867,3000
3534,Chevrolet,2013,160314,3000
3535,Subaru,2021,2241,40000
3536,Jaguar,2015,71897,3000
3537,Mazda,1997,229994,40000
3538,Hyundai,1986,182082,3000
3539,Volkswagen,1972,287800,40000
3540,Honda,1975,263634,40000
3541,Nissan,1984,263407,40000
3542,Ford,2020,59435,40000
3543,Nissan,1987,296516,40000
3544,Suzuki,1974,123912,40000
3545,Kia,1970,8006,3000
3546,Volkswagen,2007,28123,40000
3547,Ferrari,1987,219297,40000
3548,Suzuki,1985,241896,40000
3549,Audi,1999,167686,40000
3550,Kia,1971,38633,40000
3551,Kia,2019,99063,40000
3552,Suzuki,2019,114675,40000
3553,Mercedes,1993,30218,40000
3554,Mercedes,2000,11372,3000
3555,Hyundai,1996,77062,40000
3556,Tesla,2007,251183,3000
3557,Toyota,2019,228991,40000
3558,Hyundai,1982,40819,40000
3559,Volvo,2002,150385,3000
3560,Porsche,1992,225406,3000
3561,Kia,1991,149514,40000
3562,Subaru,1983,282104,40000
3563,Hyundai,1972,171081,3000
3564,Hyundai,2021,166216,3000
3565,Mercedes,1981,85469,3000
3566,BMW,1990,104704,40000
3567,Porsche,1976,80653,40000
3568,Jaguar,2010,85150,3000
3569,BMW,2009,176953,40000
3570,Subaru,2018,114051,3000
3571,Kia,1993,156517,40000
3572,Ferrari,1985,36528,40000
3573,Ferrari,1973,268904,40000
3574,Toyota,2018,96025,3000
3575,Mercedes,2003,5381,3000
3576,Subaru,2009,11853,40000
3577,Mercedes,2004,119675,3000
3578,Porsche,1984,85616,40000
3579,Lamborghini,1981,162793,3000
3580,Hyundai,1980,49504,3000
3581,Suzuki,1984,266681,40000
3582,Porsche,2007,21950,40000
3583,Ford,1997,70431,3000
3584,Porsche,2012,281869,40000
3585,Suzuki,1992,152700,40000
3586,Subaru,2003,89300,3000
3587,Volvo,2021,291997,3000
3588,Mercedes,1973,9022,3000
3589,Lamborghini,1978,156514,3000
3590,Nissan,2023,214286,40000
3591,Honda,2012,29722,40000
3592,Ford,1992,113762,40000
3593,Tesla,1970,224493,40000
3594,Mazda,1970,6966,3000
3595,Lamborghini,1975,123781,3000
3596,Volvo,1980,91367,40000
3597,Ferrari,1979,72351,40000
3598,Toyota,1975,177973,40000
3599,Mercedes,2023,203492,3000
3600,Mazda,1993,165062,3000
3601,Porsche,1995,182940,40000
3602,Toyota,1998,187939,3000
3603,Ford,1978,105948,40000
3604,Hyundai,2016,184083,40000
3605,Jaguar,1982,165800,3000
3606,Porsche,2015,98831,40000
3607,Jaguar,2012,117683,40000
3608,Audi,1982,249094,40000
3609,Mazda,1973,58689,40000
3610,Hyundai,1980,172627,40000
3611,Honda,1972,136248,3000
3612,Audi,2007,149346,3000
3613,Jaguar,1982,77518,3000
3614,BMW,2004,217631,3000
3615,Nissan,1976,107326,3000
3616,Subaru,2010,11568,40000
3617,Hyundai,1989,188047,3000
3618,Volvo,2018,24125,3000
3619,Subaru,2023,203831,40000
3620,Suzuki,1973,170850,40000
3621,Hyundai,1970,142052,3000
3622,Porsche,2015,76830,3000
3623,Land Rover,2018,116267,3000
3624,Tesla,2001,120733,40000
3625,Honda,2010,112336,40000
3626,Mercedes,2016,148719,40000
3627,Land Rover,1978,214214,3000
3628,Mercedes,1971,48802,3000
